t,msssimc_ref,psnr_ref,msssimc_last,psnr_last,meanY
66.50,0.9257,15.95,0.3247,12.36,85.0
66.60,0.9257,15.95,0.3247,12.36,85.0
66.70,0.9256,15.95,0.3252,12.36,85.0
66.80,0.9256,15.95,0.3251,12.36,85.0
66.90,0.9256,15.95,0.3252,12.36,85.0
67.00,0.9256,15.95,0.3252,12.36,85.0
67.10,0.9256,15.95,0.3251,12.36,85.0
67.20,0.9256,15.95,0.3252,12.36,85.0
67.30,0.9256,15.95,0.3251,12.36,85.0
67.40,0.9257,15.95,0.3252,12.36,85.0
67.50,0.9257,15.95,0.3251,12.36,85.0
67.60,0.9257,15.95,0.3251,12.36,85.0
67.70,0.9257,15.95,0.3251,12.36,85.0
67.80,0.9257,15.95,0.3251,12.36,85.0
67.90,0.9257,15.95,0.3251,12.36,85.0
68.00,0.9257,15.95,0.3252,12.36,85.0
68.10,0.9257,15.95,0.3252,12.36,85.0
68.20,0.9257,15.95,0.3252,12.36,85.0
68.30,0.9256,15.95,0.3251,12.36,85.0
68.40,0.9256,15.95,0.3250,12.36,85.0
68.50,0.9257,15.95,0.3250,12.36,85.0
68.60,0.9256,15.95,0.3251,12.36,85.0
68.70,0.9256,15.95,0.3251,12.36,85.0
68.80,0.9257,15.95,0.3250,12.36,85.0
68.90,0.9256,15.95,0.3250,12.36,85.0
69.00,0.9256,15.95,0.3251,12.36,85.0
69.10,0.9256,15.95,0.3250,12.36,85.0
69.20,0.9256,15.95,0.3252,12.36,85.0
69.30,0.9257,15.95,0.3250,12.36,85.0
69.40,0.9257,15.95,0.3250,12.36,85.0
69.50,0.9257,15.95,0.3249,12.36,85.0
69.60,0.9257,15.95,0.3250,12.36,85.0
69.70,0.9257,15.95,0.3249,12.36,85.0
69.80,0.9257,15.95,0.3248,12.36,85.0
69.90,0.9257,15.95,0.3249,12.36,85.0
70.00,0.9257,15.95,0.3249,12.36,85.0
70.10,0.9257,15.95,0.3250,12.36,85.0
70.20,0.9257,15.95,0.3249,12.36,85.0
70.30,0.9257,15.95,0.3249,12.36,85.0
70.40,0.9256,15.95,0.3250,12.36,85.0
70.50,0.9257,15.95,0.3249,12.36,85.0
70.60,0.9257,15.95,0.3250,12.36,85.0
70.70,0.9257,15.95,0.3250,12.36,85.0
70.80,0.9253,15.96,0.3253,12.36,85.0
70.90,0.9254,15.95,0.3250,12.36,85.0
71.00,0.9254,15.95,0.3250,12.36,85.0
71.10,0.9254,15.95,0.3250,12.36,85.0
71.20,0.9254,15.95,0.3250,12.36,85.0
71.30,0.9254,15.95,0.3250,12.36,85.0
71.40,0.9254,15.95,0.3250,12.36,85.0
71.50,0.9254,15.95,0.3250,12.36,85.0
71.60,0.9254,15.95,0.3250,12.36,85.0
71.70,0.9254,15.95,0.3251,12.36,85.0
71.80,0.9254,15.95,0.3251,12.36,85.0
71.90,0.9254,15.95,0.3251,12.36,85.0
72.00,0.9253,15.95,0.3250,12.36,85.0
72.10,0.9254,15.95,0.3250,12.36,85.0
72.20,0.9254,15.95,0.3251,12.36,85.0
72.30,0.9254,15.95,0.3251,12.36,85.0
72.40,0.9254,15.95,0.3251,12.36,85.0
72.50,0.9254,15.95,0.3251,12.36,85.0
72.60,0.9254,15.95,0.3251,12.36,85.0
72.70,0.9253,15.95,0.3251,12.36,85.0
72.80,0.9254,15.95,0.3251,12.36,85.0
72.90,0.9254,15.95,0.3251,12.36,85.0
73.00,0.9254,15.95,0.3251,12.36,85.0
73.10,0.9253,15.95,0.3251,12.36,85.0
73.20,0.9254,15.95,0.3251,12.36,85.0
73.30,0.9254,15.95,0.3251,12.36,85.0
73.40,0.9254,15.95,0.3250,12.36,85.0
73.50,0.9254,15.95,0.3250,12.36,85.0
73.60,0.9254,15.95,0.3250,12.36,85.0
73.70,0.9254,15.95,0.3250,12.36,85.0
73.80,0.9253,15.95,0.3250,12.36,85.0
73.90,0.9253,15.95,0.3250,12.36,85.0
74.00,0.9253,15.95,0.3250,12.36,85.0
74.10,0.9253,15.95,0.3250,12.36,85.0
74.20,0.9253,15.95,0.3250,12.36,85.0
74.30,0.9253,15.95,0.3250,12.36,85.0
74.40,0.9253,15.95,0.3250,12.36,85.0
74.50,0.9253,15.95,0.3250,12.36,85.0
74.60,0.9253,15.95,0.3250,12.36,85.0
74.70,0.9253,15.95,0.3250,12.36,85.0
74.80,0.9253,15.95,0.3250,12.36,85.0
74.90,0.9253,15.95,0.3250,12.36,85.0
75.00,0.9252,15.95,0.3252,12.36,85.0
75.10,0.9253,15.95,0.3253,12.36,85.0
75.20,0.9253,15.95,0.3253,12.36,85.0
75.30,0.9253,15.95,0.3254,12.36,85.0
75.40,0.9253,15.95,0.3252,12.36,85.0
75.50,0.9253,15.95,0.3252,12.36,85.0
75.60,0.9253,15.95,0.3251,12.36,85.0
75.70,0.9253,15.95,0.3250,12.36,85.0
75.80,0.9253,15.95,0.3252,12.36,85.0
75.90,0.9253,15.95,0.3251,12.36,85.0
76.00,0.9254,15.95,0.3250,12.36,85.0
76.10,0.9254,15.95,0.3250,12.36,85.0
76.20,0.9253,15.95,0.3251,12.36,85.0
76.30,0.9253,15.95,0.3253,12.36,85.0
76.40,0.9253,15.95,0.3252,12.36,85.0
76.50,0.9253,15.95,0.3252,12.36,85.0
76.60,0.9253,15.95,0.3250,12.36,85.0
76.70,0.9253,15.95,0.3250,12.36,85.0
76.80,0.9253,15.95,0.3249,12.36,85.0
76.90,0.9253,15.95,0.3250,12.36,85.0
77.00,0.9253,15.95,0.3249,12.36,85.0
77.10,0.9253,15.95,0.3249,12.36,85.0
77.20,0.9253,15.95,0.3250,12.36,85.0
77.30,0.9253,15.95,0.3250,12.36,85.0
77.40,0.9252,15.95,0.3250,12.36,85.0
77.50,0.9253,15.95,0.3249,12.36,85.0
77.60,0.9253,15.95,0.3250,12.36,85.0
77.70,0.9252,15.95,0.3250,12.36,85.0
77.80,0.9253,15.95,0.3249,12.36,85.0
77.90,0.9253,15.95,0.3249,12.36,85.0
78.00,0.9253,15.95,0.3249,12.36,85.0
78.10,0.9253,15.95,0.3250,12.36,85.0
78.20,0.9253,15.95,0.3249,12.36,85.0
78.30,0.9253,15.95,0.3249,12.36,85.0
78.40,0.9252,15.95,0.3249,12.36,85.0
78.50,0.9253,15.95,0.3249,12.36,85.0
78.60,0.9253,15.95,0.3249,12.36,85.0
78.70,0.9252,15.95,0.3248,12.36,85.0
78.80,0.9252,15.95,0.3248,12.36,85.0
78.90,0.9253,15.95,0.3247,12.36,85.0
79.00,0.9252,15.95,0.3248,12.36,85.0
79.10,0.9252,15.95,0.3248,12.36,85.0
79.20,0.9254,15.96,0.3252,12.36,85.0
79.30,0.9254,15.96,0.3252,12.36,85.0
79.40,0.9254,15.96,0.3252,12.36,85.0
79.50,0.9253,15.95,0.3251,12.36,85.0
79.60,0.9254,15.95,0.3251,12.36,85.0
79.70,0.9253,15.96,0.3251,12.36,85.0
79.80,0.9253,15.95,0.3250,12.36,85.0
79.90,0.9253,15.96,0.3251,12.36,85.0
80.00,0.9253,15.95,0.3251,12.36,85.0
80.10,0.9253,15.95,0.3252,12.36,85.0
80.20,0.9253,15.95,0.3251,12.36,85.0
80.30,0.9253,15.95,0.3250,12.36,85.0
80.40,0.9253,15.95,0.3251,12.36,85.0
80.50,0.9253,15.95,0.3250,12.36,85.0
80.60,0.9253,15.95,0.3251,12.36,85.0
80.70,0.9253,15.95,0.3251,12.36,85.0
80.80,0.9253,15.95,0.3251,12.36,85.0
80.90,0.9253,15.95,0.3250,12.36,85.0
81.00,0.9253,15.95,0.3251,12.36,85.0
81.10,0.9253,15.95,0.3250,12.36,85.0
81.20,0.9253,15.95,0.3251,12.36,85.0
81.30,0.9253,15.95,0.3251,12.36,85.0
81.40,0.9253,15.95,0.3250,12.36,85.0
81.50,0.9253,15.95,0.3251,12.36,85.0
81.60,0.9253,15.95,0.3251,12.36,85.0
81.70,0.9253,15.95,0.3250,12.36,85.0
81.80,0.9253,15.95,0.3250,12.36,85.0
81.90,0.9253,15.95,0.3250,12.36,85.0
82.00,0.9252,15.95,0.3251,12.36,85.0
82.10,0.9252,15.95,0.3249,12.36,85.0
82.20,0.9252,15.95,0.3250,12.36,85.0
82.30,0.9252,15.95,0.3249,12.36,85.0
82.40,0.9252,15.95,0.3249,12.36,85.0
82.50,0.9252,15.95,0.3251,12.36,85.0
82.60,0.9252,15.95,0.3249,12.36,85.0
82.70,0.9252,15.95,0.3251,12.36,85.0
82.80,0.9252,15.95,0.3250,12.36,85.0
82.90,0.9253,15.95,0.3250,12.36,85.0
83.00,0.9252,15.95,0.3250,12.36,85.0
83.10,0.9252,15.95,0.3250,12.36,85.0
83.20,0.9252,15.95,0.3249,12.36,85.0
83.30,0.9248,15.95,0.3249,12.36,85.0
83.40,0.9249,15.95,0.3249,12.36,85.0
83.50,0.9249,15.95,0.3249,12.36,85.0
83.60,0.9250,15.95,0.3247,12.36,85.0
83.70,0.9249,15.95,0.3248,12.36,85.0
83.80,0.9249,15.94,0.3248,12.36,85.0
83.90,0.9249,15.95,0.3248,12.36,85.0
84.00,0.9249,15.94,0.3248,12.36,85.0
84.10,0.9249,15.95,0.3248,12.36,85.0
84.20,0.9249,15.94,0.3248,12.36,85.0
84.30,0.9249,15.95,0.3247,12.36,85.0
84.40,0.9249,15.95,0.3248,12.36,85.0
84.50,0.9249,15.94,0.3248,12.36,85.0
84.60,0.9248,15.94,0.3248,12.36,85.0
84.70,0.9249,15.94,0.3248,12.36,85.0
84.80,0.9248,15.94,0.3248,12.36,85.0
84.90,0.9249,15.94,0.3248,12.36,85.0
85.00,0.9249,15.94,0.3248,12.36,85.0
85.10,0.9249,15.95,0.3248,12.36,85.0
85.20,0.9249,15.94,0.3248,12.36,85.0
85.30,0.9249,15.95,0.3248,12.36,85.0
85.40,0.9248,15.94,0.3248,12.36,85.0
85.50,0.9248,15.94,0.3248,12.36,85.0
85.60,0.9248,15.95,0.3248,12.36,85.0
85.70,0.9248,15.94,0.3247,12.36,85.0
85.80,0.9248,15.94,0.3248,12.36,85.0
85.90,0.9248,15.94,0.3247,12.36,85.0
86.00,0.9248,15.94,0.3248,12.36,85.0
86.10,0.9248,15.94,0.3248,12.36,85.0
86.20,0.9249,15.94,0.3247,12.36,85.0
86.30,0.9248,15.95,0.3248,12.36,85.0
86.40,0.9249,15.95,0.3247,12.36,85.0
86.50,0.9248,15.95,0.3247,12.36,85.0
86.60,0.9248,15.95,0.3247,12.36,85.0
86.70,0.9248,15.95,0.3247,12.36,85.0
86.80,0.9249,15.95,0.3247,12.36,85.0
86.90,0.9249,15.95,0.3247,12.36,85.0
87.00,0.9248,15.95,0.3247,12.36,85.0
87.10,0.9248,15.94,0.3247,12.36,85.0
87.20,0.9249,15.95,0.3246,12.36,85.0
87.30,0.9248,15.95,0.3247,12.36,85.0
87.40,0.9248,15.95,0.3247,12.36,85.0
87.50,0.9248,15.95,0.3244,12.36,85.0
87.60,0.9248,15.94,0.3245,12.36,85.0
87.70,0.9248,15.94,0.3245,12.36,85.0
87.80,0.9249,15.94,0.3244,12.36,85.0
87.90,0.9248,15.94,0.3246,12.36,85.0
88.00,0.9249,15.94,0.3244,12.36,85.0
88.10,0.9249,15.94,0.3244,12.36,85.0
88.20,0.9249,15.94,0.3243,12.36,85.0
88.30,0.9249,15.95,0.3243,12.36,85.0
88.40,0.9249,15.94,0.3243,12.36,85.0
88.50,0.9249,15.94,0.3244,12.36,85.0
88.60,0.9248,15.94,0.3243,12.36,85.0
88.70,0.9249,15.94,0.3242,12.36,85.0
88.80,0.9249,15.94,0.3243,12.36,85.0
88.90,0.9249,15.94,0.3243,12.36,85.0
89.00,0.9249,15.94,0.3244,12.36,85.0
89.10,0.9249,15.94,0.3244,12.36,85.0
89.20,0.9249,15.94,0.3243,12.36,85.0
89.30,0.9249,15.94,0.3245,12.36,85.0
89.40,0.9249,15.94,0.3244,12.36,85.0
89.50,0.9249,15.94,0.3243,12.36,85.0
89.60,0.9248,15.94,0.3244,12.36,85.0
89.70,0.9249,15.94,0.3243,12.36,85.0
89.80,0.9249,15.94,0.3242,12.36,85.0
89.90,0.9249,15.94,0.3243,12.36,85.0
90.00,0.9249,15.94,0.3243,12.36,85.0
90.10,0.9249,15.94,0.3243,12.36,85.0
90.20,0.9249,15.94,0.3243,12.36,85.0
90.30,0.9249,15.94,0.3244,12.36,85.0
90.40,0.9248,15.94,0.3243,12.36,85.0
90.50,0.9248,15.94,0.3244,12.36,85.0
90.60,0.9248,15.94,0.3244,12.36,85.0
90.70,0.9249,15.94,0.3244,12.36,85.0
90.80,0.9249,15.94,0.3243,12.36,85.0
90.90,0.9249,15.94,0.3243,12.36,85.0
91.00,0.9249,15.94,0.3244,12.36,85.0
91.10,0.9249,15.94,0.3243,12.36,85.0
91.20,0.9249,15.94,0.3243,12.36,85.0
91.30,0.9249,15.94,0.3244,12.36,85.0
91.40,0.9249,15.94,0.3244,12.36,85.0
91.50,0.9249,15.94,0.3243,12.36,85.0
91.60,0.9249,15.94,0.3244,12.36,85.0
91.70,0.9249,15.95,0.3241,12.36,85.0
91.80,0.9248,15.95,0.3241,12.36,85.0
91.90,0.9248,15.95,0.3240,12.36,85.0
92.00,0.9248,15.95,0.3242,12.36,85.0
92.10,0.9248,15.94,0.3243,12.36,85.0
92.20,0.9249,15.94,0.3240,12.36,85.0
92.30,0.9248,15.94,0.3242,12.36,85.0
92.40,0.9249,15.95,0.3241,12.36,85.0
92.50,0.9248,15.95,0.3242,12.36,85.0
92.60,0.9248,15.94,0.3241,12.36,85.0
92.70,0.9248,15.94,0.3242,12.36,85.0
92.80,0.9248,15.94,0.3242,12.36,85.0
92.90,0.9248,15.94,0.3241,12.36,85.0
93.00,0.9248,15.94,0.3241,12.36,85.0
93.10,0.9248,15.94,0.3242,12.36,85.0
93.20,0.9248,15.94,0.3242,12.36,85.0
93.30,0.9248,15.94,0.3242,12.36,85.0
93.40,0.9248,15.94,0.3241,12.36,85.0
93.50,0.9247,15.94,0.3243,12.36,85.0
93.60,0.9247,15.94,0.3242,12.36,85.0
93.70,0.9248,15.94,0.3241,12.36,85.0
93.80,0.9247,15.94,0.3241,12.36,85.0
93.90,0.9247,15.94,0.3241,12.36,85.0
94.00,0.9247,15.94,0.3242,12.36,85.0
94.10,0.9247,15.94,0.3243,12.36,85.0
94.20,0.9247,15.94,0.3242,12.36,85.0
94.30,0.9247,15.94,0.3242,12.36,85.0
94.40,0.9247,15.94,0.3241,12.36,85.0
94.50,0.9247,15.94,0.3242,12.36,85.0
94.60,0.9247,15.94,0.3243,12.36,85.0
94.70,0.9247,15.94,0.3243,12.36,85.0
94.80,0.9247,15.94,0.3242,12.36,85.0
94.90,0.9247,15.94,0.3242,12.36,85.0
95.00,0.9247,15.94,0.3243,12.36,85.0
95.10,0.9247,15.94,0.3242,12.36,85.0
95.20,0.9247,15.94,0.3242,12.36,85.0
95.30,0.9247,15.94,0.3241,12.36,85.0
95.40,0.9247,15.94,0.3241,12.36,85.0
95.50,0.9247,15.94,0.3241,12.36,85.0
95.60,0.9248,15.94,0.3241,12.36,85.0
95.70,0.9247,15.94,0.3241,12.36,85.0
95.80,0.9245,15.95,0.3248,12.36,85.0
95.90,0.9248,15.94,0.3244,12.36,85.0
96.00,0.9248,15.94,0.3244,12.36,85.0
96.10,0.9248,15.94,0.3244,12.36,85.0
96.20,0.9248,15.94,0.3243,12.36,85.0
96.30,0.9248,15.94,0.3242,12.36,85.0
96.40,0.9248,15.94,0.3243,12.36,85.0
96.50,0.9248,15.94,0.3243,12.36,85.0
96.60,0.9248,15.94,0.3242,12.36,85.0
96.70,0.9248,15.94,0.3242,12.36,85.0
96.80,0.9248,15.94,0.3242,12.36,85.0
96.90,0.9248,15.94,0.3242,12.36,85.0
97.00,0.9248,15.94,0.3242,12.36,85.0
97.10,0.9248,15.94,0.3243,12.36,85.0
97.20,0.9248,15.94,0.3244,12.36,85.0
97.30,0.9248,15.94,0.3244,12.36,85.0
97.40,0.9248,15.94,0.3243,12.36,85.0
97.50,0.9248,15.94,0.3243,12.36,85.0
97.60,0.9248,15.94,0.3243,12.36,85.0
97.70,0.9248,15.94,0.3243,12.36,85.0
97.80,0.9248,15.94,0.3243,12.36,85.0
97.90,0.9248,15.94,0.3243,12.36,85.0
98.00,0.9247,15.93,0.3243,12.36,85.0
98.10,0.9248,15.94,0.3243,12.36,85.0
98.20,0.9248,15.93,0.3243,12.36,85.0
98.30,0.9248,15.93,0.3243,12.36,85.0
98.40,0.9248,15.93,0.3243,12.36,85.0
98.50,0.9237,15.94,0.3245,12.36,85.0
98.60,0.9237,15.94,0.3244,12.36,85.0
98.70,0.9237,15.94,0.3244,12.36,85.0
98.80,0.7626,13.08,0.4002,14.68,72.1
98.90,0.2645,8.63,1.0000,99.00,46.0
